     eType,  uiId,     Hits,  TotalTime,                                   GUID, Name
       KMD, 13001,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDdiMiracastCreateContext
       KMD, 13002,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDdiMiracastIoControl
       KMD, 13003,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDdiMiracastDestroyContext
 Dxgkernel,     0,        0,          0, {704345F8-59BB-41EF-9899-D4305C0865A1}, DpiDispatchCreate
 Dxgkernel,     1,        0,          0, {0920AE82-6564-423E-84E5-FA5EE0C17F53}, DpiDispatchClose
 Dxgkernel,     2,        0,          0, {91C2B6A9-F568-4A37-AD51-17EA217B4F38}, DpiDispatchPNP
 Dxgkernel,     3,        2,         15, {D87441D2-04EC-4627-B63D-19E85FC59E77}, DpiDispatchPower
 Dxgkernel,     4,        0,          0, {0D662B6B-E924-49DC-BA1C-FD1B51864030}, DpiDispatchIOCtl
 Dxgkernel,     5,        0,          0, {AC77B6CF-C906-451D-B23B-BEB6EA428733}, DpiDispatchInternalIOCtl
 Dxgkernel,     6,        0,          0, {00A81E6F-5531-4C83-8980-EBD125B00C0C}, DpiDispatchSystemControl
 Dxgkernel,     7,        0,          0, {C5CA877C-9260-4CDA-9D0D-0AFB811E3DFE}, DpiAddDevice
 Dxgkernel,     8,        0,          0, {8D967592-5A98-4774-A191-DE4112DEB67A}, DpiDriverUnload
 Dxgkernel,     9,        0,          0, {470B95CB-A888-4E7C-BD4D-8095A7C37C52}, Sch Worker Thread
 Dxgkernel,  1000,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiAddDevice
 Dxgkernel,  1001,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchClose
 Dxgkernel,  1002,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchCreate
 Dxgkernel,  1003,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchInternalIoctl
 Dxgkernel,  1004,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchIoctl
 Dxgkernel,  1005,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchPnp
 Dxgkernel,  1006,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchPower
 Dxgkernel,  1007,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDispatchSystemControl
 Dxgkernel,  1008,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DpiDriverUnload
 Dxgkernel,  2000,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkProcessCallout
 Dxgkernel,  2001,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenAdapter
 Dxgkernel,  2002,       96,        755, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCloseAdapter
 Dxgkernel,  2003,     1602,     584020, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateAllocation
 Dxgkernel,  2004,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkQueryResourceInfo
 Dxgkernel,  2005,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenResource
 Dxgkernel,  2006,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroyAllocation
 Dxgkernel,  2007,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetAllocationPriority
 Dxgkernel,  2008,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkQueryAllocationResidency
 Dxgkernel,  2009,        4,       2794, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateDevice
 Dxgkernel,  2010,        4,       1389, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroyDevice
 Dxgkernel,  2011,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkLock
 Dxgkernel,  2012,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkUnlock
 Dxgkernel,  2013,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkRender
 Dxgkernel,  2014,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetRuntimeData
 Dxgkernel,  2015,      504,      17574, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkQueryAdapterInfo
 Dxgkernel,  2016,     1739,      49634, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkEscape
 Dxgkernel,  2017,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetDisplayModeList
 Dxgkernel,  2018,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetDisplayMode
 Dxgkernel,  2019,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetMultisampleMethodList
 Dxgkernel,  2020,      814,     400251, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkPresent
 Dxgkernel,  2021,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetSharedPrimaryHandle
 Dxgkernel,  2022,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateOverlay
 Dxgkernel,  2023,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkUpdateOverlay
 Dxgkernel,  2024,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkFlipOverlay
 Dxgkernel,  2025,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroyOverlay
 Dxgkernel,  2026,     1566,     124272, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkWaitForVerticalBlankEvent
 Dxgkernel,  2027,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetVidPnSourceOwner
 Dxgkernel,  2028,    22117,     141720, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetDeviceState
 Dxgkernel,  2029,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetContextSchedulingPriority
 Dxgkernel,  2030,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetContextSchedulingPriority
 Dxgkernel,  2031,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetProcessSchedulingPriorityClass
 Dxgkernel,  2032,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetProcessSchedulingPriorityClass
 Dxgkernel,  2033,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkReleaseProcessVidPnSourceOwners
 Dxgkernel,  2034,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetScanLine
 Dxgkernel,  2035,      398,       7676, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetQueuedLimit
 Dxgkernel,  2036,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkPollDisplayChildren
 Dxgkernel,  2037,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkInvalidateActiveVidPn
 Dxgkernel,  2038,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCheckOcclusion
 Dxgkernel,  2039,       14,       2994, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateContext
 Dxgkernel,  2040,       14,       7652, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroyContext
 Dxgkernel,  2041,      138,       8755, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateSynchronizationObject
 Dxgkernel,  2042,      136,       4791, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroySynchronizationObject
 Dxgkernel,  2043,    21109,    1067149, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkWaitForSynchronizationObject
 Dxgkernel,  2044,    11067,     748160, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSignalSynchronizationObject
 Dxgkernel,  2045,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkWaitForIdle
 Dxgkernel,  2046,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCheckMonitorPowerState
 Dxgkernel,  2047,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCheckExclusiveOwnership
 Dxgkernel,  2048,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetDisplayPrivateDriverFormat
 Dxgkernel,  2049,       65,        476, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkQueryStatistics
 Dxgkernel,  2050,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenSynchronizationObject
 Dxgkernel,  2051,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateKeyedMutex
 Dxgkernel,  2052,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenKeyedMutex
 Dxgkernel,  2053,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroyKeyedMutex
 Dxgkernel,  2054,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkAcquireKeyedMutex
 Dxgkernel,  2055,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkReleaseKeyedMutex
 Dxgkernel,  2056,        8,        107, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkConfigureSharedResource
 Dxgkernel,  2057,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetOverlayState
 Dxgkernel,  2058,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCheckVidPnExclusiveOwnership
 Dxgkernel,  2060,     1212,      55322, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetPresentHistory
 Dxgkernel,  2061,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateOutputDupl
 Dxgkernel,  2062,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkDestroyOutputDupl
 Dxgkernel,  2063,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOutputDuplGetFrameInfo
 Dxgkernel,  2064,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOutputDuplGetMetaData
 Dxgkernel,  2065,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOutputDuplGetPointerShapeData
 Dxgkernel,  2066,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkCreateKeyedMutex2
 Dxgkernel,  2067,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenKeyedMutex2
 Dxgkernel,  2068,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkAcquireKeyedMutex2
 Dxgkernel,  2069,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkReleaseKeyedMutex2
 Dxgkernel,  2070,        2,         88, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOfferAllocations
 Dxgkernel,  2071,        2,         92, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkReclaimAllocations
 Dxgkernel,  2072,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOutputDuplReleaseFrame
 Dxgkernel,  2073,        8,        137, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkQueryResourceInfoFromNtHandle
 Dxgkernel,  2074,       12,        388, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkShareObjects
 Dxgkernel,  2075,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenNtHandleFromName
 Dxgkernel,  2076,        8,       1366, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenResourceFromNtHandle
 Dxgkernel,  2077,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetVidPnSourceOwner1
 Dxgkernel,  2078,       23,       2206, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkEnumAdapters
 Dxgkernel,  2079,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkPinDirectFlipResources
 Dxgkernel,  2080,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkUnpinDirectFlipResources
 Dxgkernel,  2081,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetPathsModality
 Dxgkernel,  2082,       70,        735, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenAdapterFromLuid
 Dxgkernel,  2083,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkWaitForVerticalBlankEvent2
 Dxgkernel,  2084,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetContextInProcessSchedulingPriority
 Dxgkernel,  2085,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetContextInProcessSchedulingPriority
 Dxgkernel,  2086,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkOpenSyncObjectFromNtHandle
 Dxgkernel,  2087,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkNotifyProcessFreezeCallout
 Dxgkernel,  2088,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkGetSharedResourceAdapterLuid
 Dxgkernel,  2089,        0,          0, {802EC45A-1E99-4B83-9920-87C98277BA9D}, DxgkSetStereoEnabled
